MenuItemID,Name,Price,Category
2733,MenuItem2733,7.87,Appetizer
2734,MenuItem2734,17.51,Dessert
2735,MenuItem2735,22.62,Appetizer
2736,MenuItem2736,17.76,Dessert
2737,MenuItem2737,36.18,Main Course
2738,MenuItem2738,6.82,Beverage
2739,MenuItem2739,18.61,Appetizer
2740,MenuItem2740,47.61,Beverage
2741,MenuItem2741,24.57,Appetizer
2742,MenuItem2742,23.13,Main Course
2743,MenuItem2743,16.35,Main Course
2744,MenuItem2744,7.82,Appetizer
2745,MenuItem2745,11.06,Main Course
2746,MenuItem2746,40.82,Appetizer
2747,MenuItem2747,29.21,Appetizer
2748,MenuItem2748,8.34,Main Course
2749,MenuItem2749,33.02,Main Course
2750,MenuItem2750,19.3,Beverage
2751,MenuItem2751,49.12,Appetizer
2752,MenuItem2752,43.69,Dessert
2753,MenuItem2753,12.85,Appetizer
2754,MenuItem2754,17.96,Dessert
2755,MenuItem2755,32.06,Appetizer
2756,MenuItem2756,7.2,Dessert
2757,MenuItem2757,12.1,Dessert
2758,MenuItem2758,34.55,Appetizer
2759,MenuItem2759,46.21,Appetizer
2760,MenuItem2760,20.93,Dessert
2761,MenuItem2761,26.55,Main Course
2762,MenuItem2762,16.33,Beverage
2763,MenuItem2763,27.55,Main Course
2764,MenuItem2764,47.97,Dessert
2765,MenuItem2765,48.29,Main Course
2766,MenuItem2766,22.1,Main Course
2767,MenuItem2767,36.7,Appetizer
2768,MenuItem2768,21.81,Beverage
2769,MenuItem2769,42.24,Beverage
2770,MenuItem2770,32.76,Appetizer
2771,MenuItem2771,44.03,Appetizer
2772,MenuItem2772,21.35,Appetizer
2773,MenuItem2773,39.92,Appetizer
2774,MenuItem2774,49.51,Dessert
2775,MenuItem2775,21.99,Main Course
2776,MenuItem2776,48.74,Main Course
2777,MenuItem2777,17.39,Main Course
2778,MenuItem2778,34.32,Appetizer
2779,MenuItem2779,39.49,Appetizer
2780,MenuItem2780,9.78,Beverage
2781,MenuItem2781,25.28,Dessert
2782,MenuItem2782,37.43,Dessert
2783,MenuItem2783,38.63,Main Course
2784,MenuItem2784,36.49,Main Course
2785,MenuItem2785,39.87,Appetizer
2786,MenuItem2786,43.22,Main Course
2787,MenuItem2787,38.1,Appetizer
2788,MenuItem2788,34.76,Main Course
2789,MenuItem2789,32.08,Appetizer
2790,MenuItem2790,5.2,Beverage
2791,MenuItem2791,14.47,Dessert
2792,MenuItem2792,10.87,Beverage
2793,MenuItem2793,30.91,Dessert
2794,MenuItem2794,44.56,Dessert
2795,MenuItem2795,17.42,Main Course
2796,MenuItem2796,40.6,Main Course
2797,MenuItem2797,22.37,Beverage
2798,MenuItem2798,5.14,Appetizer
2799,MenuItem2799,32.42,Beverage
2800,MenuItem2800,17.02,Main Course
2801,MenuItem2801,12.81,Beverage
2802,MenuItem2802,47.4,Appetizer
2803,MenuItem2803,22.46,Main Course
2804,MenuItem2804,18.95,Dessert
2805,MenuItem2805,40.91,Beverage
2806,MenuItem2806,48.5,Appetizer
2807,MenuItem2807,22.85,Dessert
2808,MenuItem2808,25.26,Beverage
2809,MenuItem2809,35.95,Main Course
2810,MenuItem2810,44.97,Dessert
2811,MenuItem2811,22.7,Main Course
2812,MenuItem2812,31.27,Dessert
2813,MenuItem2813,43.58,Main Course
2814,MenuItem2814,32.96,Main Course
2815,MenuItem2815,28.48,Main Course
2816,MenuItem2816,31.48,Dessert
2817,MenuItem2817,17.11,Main Course
2818,MenuItem2818,35.87,Dessert
2819,MenuItem2819,12.74,Dessert
2820,MenuItem2820,46.15,Dessert
2821,MenuItem2821,24.12,Beverage
2822,MenuItem2822,21.09,Beverage
2823,MenuItem2823,10.35,Main Course
2824,MenuItem2824,13.33,Appetizer
2825,MenuItem2825,25.88,Appetizer
2826,MenuItem2826,18.28,Dessert
2827,MenuItem2827,31.44,Appetizer
2828,MenuItem2828,11.38,Dessert
2829,MenuItem2829,30.22,Beverage
2830,MenuItem2830,9.16,Dessert
2831,MenuItem2831,6.0,Dessert
2832,MenuItem2832,13.24,Beverage
2833,MenuItem2833,28.9,Dessert
2834,MenuItem2834,14.8,Appetizer
2835,MenuItem2835,22.1,Dessert
2836,MenuItem2836,33.08,Main Course
2837,MenuItem2837,43.57,Appetizer
2838,MenuItem2838,17.45,Appetizer
2839,MenuItem2839,17.92,Appetizer
2840,MenuItem2840,47.85,Main Course
2841,MenuItem2841,8.13,Appetizer
2842,MenuItem2842,37.96,Beverage
2843,MenuItem2843,46.8,Beverage
2844,MenuItem2844,29.93,Appetizer
2845,MenuItem2845,48.95,Main Course
2846,MenuItem2846,19.37,Beverage
2847,MenuItem2847,39.11,Appetizer
2848,MenuItem2848,5.8,Beverage
2849,MenuItem2849,43.12,Appetizer
2850,MenuItem2850,46.63,Dessert
2851,MenuItem2851,45.34,Dessert
2852,MenuItem2852,11.52,Main Course
2853,MenuItem2853,25.38,Dessert
2854,MenuItem2854,21.01,Beverage
2855,MenuItem2855,36.82,Dessert
2856,MenuItem2856,41.25,Appetizer
2857,MenuItem2857,14.98,Appetizer
2858,MenuItem2858,25.56,Appetizer
2859,MenuItem2859,34.8,Main Course
2860,MenuItem2860,47.59,Main Course
2861,MenuItem2861,26.58,Beverage
2862,MenuItem2862,5.57,Appetizer
2863,MenuItem2863,12.1,Dessert
2864,MenuItem2864,27.53,Main Course
2865,MenuItem2865,25.46,Dessert
2866,MenuItem2866,28.46,Dessert
2867,MenuItem2867,27.29,Main Course
2868,MenuItem2868,8.53,Dessert
2869,MenuItem2869,26.83,Appetizer
2870,MenuItem2870,43.57,Beverage
2871,MenuItem2871,5.98,Beverage
2872,MenuItem2872,19.05,Dessert
2873,MenuItem2873,37.04,Beverage
2874,MenuItem2874,32.81,Dessert
2875,MenuItem2875,19.2,Beverage
2876,MenuItem2876,29.56,Main Course
2877,MenuItem2877,16.43,Appetizer
2878,MenuItem2878,40.89,Appetizer
2879,MenuItem2879,21.3,Main Course
2880,MenuItem2880,30.11,Beverage
2881,MenuItem2881,11.11,Beverage
2882,MenuItem2882,43.65,Appetizer
2883,MenuItem2883,25.31,Main Course
2884,MenuItem2884,23.81,Beverage
2885,MenuItem2885,30.3,Main Course
2886,MenuItem2886,15.47,Beverage
2887,MenuItem2887,8.41,Dessert
2888,MenuItem2888,24.27,Dessert
2889,MenuItem2889,9.14,Main Course
2890,MenuItem2890,48.37,Main Course
2891,MenuItem2891,34.14,Appetizer
2892,MenuItem2892,9.93,Dessert
2893,MenuItem2893,46.15,Appetizer
2894,MenuItem2894,29.81,Dessert
2895,MenuItem2895,30.94,Main Course
2896,MenuItem2896,28.16,Appetizer
2897,MenuItem2897,47.35,Beverage
2898,MenuItem2898,48.19,Main Course
2899,MenuItem2899,19.21,Main Course
2900,MenuItem2900,41.21,Beverage
2901,MenuItem2901,7.67,Dessert
2902,MenuItem2902,24.53,Appetizer
2903,MenuItem2903,49.13,Beverage
2904,MenuItem2904,40.72,Main Course
2905,MenuItem2905,47.42,Main Course
2906,MenuItem2906,49.94,Dessert
2907,MenuItem2907,14.0,Appetizer
2908,MenuItem2908,36.53,Main Course
2909,MenuItem2909,39.06,Beverage
2910,MenuItem2910,9.28,Beverage
2911,MenuItem2911,35.86,Appetizer
2912,MenuItem2912,39.26,Main Course
2913,MenuItem2913,16.39,Beverage
2914,MenuItem2914,42.58,Main Course
2915,MenuItem2915,20.53,Main Course
2916,MenuItem2916,47.82,Dessert
2917,MenuItem2917,23.66,Dessert
2918,MenuItem2918,8.0,Dessert
2919,MenuItem2919,37.56,Appetizer
2920,MenuItem2920,20.8,Dessert
2921,MenuItem2921,10.18,Appetizer
2922,MenuItem2922,43.67,Beverage
2923,MenuItem2923,46.56,Appetizer
2924,MenuItem2924,24.25,Main Course
2925,MenuItem2925,10.08,Main Course
2926,MenuItem2926,44.51,Beverage
2927,MenuItem2927,35.8,Dessert
2928,MenuItem2928,5.02,Dessert
2929,MenuItem2929,41.71,Dessert
2930,MenuItem2930,28.38,Beverage
2931,MenuItem2931,27.21,Beverage
2932,MenuItem2932,19.45,Dessert
2933,MenuItem2933,9.71,Main Course
2934,MenuItem2934,18.56,Beverage
2935,MenuItem2935,36.31,Appetizer
2936,MenuItem2936,31.41,Main Course
2937,MenuItem2937,31.63,Appetizer
2938,MenuItem2938,8.53,Dessert
2939,MenuItem2939,43.94,Appetizer
2940,MenuItem2940,6.7,Main Course
2941,MenuItem2941,25.85,Main Course
2942,MenuItem2942,43.42,Dessert
2943,MenuItem2943,33.01,Main Course
2944,MenuItem2944,8.56,Beverage
2945,MenuItem2945,12.2,Beverage
2946,MenuItem2946,14.23,Appetizer
2947,MenuItem2947,33.55,Beverage
2948,MenuItem2948,47.65,Appetizer
2949,MenuItem2949,29.58,Appetizer
2950,MenuItem2950,10.23,Appetizer
2951,MenuItem2951,37.61,Appetizer
2952,MenuItem2952,47.14,Dessert
2953,MenuItem2953,20.4,Main Course
2954,MenuItem2954,32.89,Dessert
2955,MenuItem2955,33.36,Dessert
2956,MenuItem2956,21.31,Dessert
2957,MenuItem2957,15.29,Appetizer
2958,MenuItem2958,5.93,Main Course
2959,MenuItem2959,8.99,Dessert
2960,MenuItem2960,29.31,Appetizer
2961,MenuItem2961,39.65,Appetizer
2962,MenuItem2962,45.59,Dessert
2963,MenuItem2963,21.91,Main Course
2964,MenuItem2964,20.86,Appetizer
2965,MenuItem2965,32.25,Beverage
2966,MenuItem2966,39.08,Dessert
2967,MenuItem2967,21.54,Beverage
2968,MenuItem2968,39.64,Dessert
2969,MenuItem2969,8.53,Appetizer
2970,MenuItem2970,14.97,Appetizer
2971,MenuItem2971,35.62,Appetizer
2972,MenuItem2972,18.59,Dessert
2973,MenuItem2973,18.66,Main Course
2974,MenuItem2974,45.83,Appetizer
2975,MenuItem2975,35.37,Appetizer
2976,MenuItem2976,31.1,Dessert
2977,MenuItem2977,34.51,Beverage
2978,MenuItem2978,24.96,Dessert
2979,MenuItem2979,41.19,Appetizer
2980,MenuItem2980,42.36,Main Course
2981,MenuItem2981,48.23,Appetizer
2982,MenuItem2982,32.5,Main Course
2983,MenuItem2983,20.95,Main Course
2984,MenuItem2984,7.92,Dessert
2985,MenuItem2985,9.01,Main Course
2986,MenuItem2986,19.0,Main Course
2987,MenuItem2987,49.43,Beverage
2988,MenuItem2988,47.98,Appetizer
2989,MenuItem2989,46.59,Dessert
2990,MenuItem2990,38.36,Appetizer
2991,MenuItem2991,48.52,Appetizer
2992,MenuItem2992,31.33,Main Course
2993,MenuItem2993,5.49,Dessert
2994,MenuItem2994,31.42,Main Course
2995,MenuItem2995,7.38,Beverage
2996,MenuItem2996,22.7,Beverage
2997,MenuItem2997,47.87,Dessert
2998,MenuItem2998,28.8,Beverage
2999,MenuItem2999,37.03,Dessert
3000,MenuItem3000,26.01,Beverage
3001,MenuItem3001,26.53,Main Course
3002,MenuItem3002,45.91,Beverage
3003,MenuItem3003,7.59,Appetizer
3004,MenuItem3004,38.15,Main Course
3005,MenuItem3005,11.15,Main Course
3006,MenuItem3006,39.94,Dessert
3007,MenuItem3007,24.85,Main Course
3008,MenuItem3008,14.7,Appetizer
3009,MenuItem3009,15.89,Appetizer
3010,MenuItem3010,12.91,Appetizer
3011,MenuItem3011,14.51,Dessert
3012,MenuItem3012,39.98,Appetizer
3013,MenuItem3013,16.0,Dessert
3014,MenuItem3014,36.11,Appetizer
3015,MenuItem3015,22.32,Dessert
3016,MenuItem3016,41.42,Main Course
3017,MenuItem3017,30.21,Main Course
3018,MenuItem3018,45.34,Dessert
3019,MenuItem3019,33.58,Beverage
3020,MenuItem3020,33.79,Dessert
3021,MenuItem3021,5.71,Main Course
3022,MenuItem3022,49.95,Dessert
3023,MenuItem3023,18.87,Beverage
3024,MenuItem3024,7.06,Beverage
3025,MenuItem3025,44.64,Main Course
3026,MenuItem3026,27.98,Beverage
3027,MenuItem3027,49.29,Dessert
3028,MenuItem3028,32.57,Main Course
3029,MenuItem3029,15.06,Main Course
3030,MenuItem3030,47.97,Appetizer
3031,MenuItem3031,32.56,Beverage
3032,MenuItem3032,47.68,Appetizer
3033,MenuItem3033,23.56,Beverage
3034,MenuItem3034,39.28,Appetizer
3035,MenuItem3035,46.7,Appetizer
3036,MenuItem3036,38.38,Main Course
3037,MenuItem3037,42.74,Appetizer
3038,MenuItem3038,46.4,Main Course
3039,MenuItem3039,18.8,Dessert
3040,MenuItem3040,9.11,Dessert
3041,MenuItem3041,12.58,Main Course
3042,MenuItem3042,37.5,Appetizer
3043,MenuItem3043,40.37,Main Course
3044,MenuItem3044,40.83,Dessert
3045,MenuItem3045,38.38,Appetizer
3046,MenuItem3046,12.21,Main Course
3047,MenuItem3047,38.56,Beverage
3048,MenuItem3048,49.58,Beverage
3049,MenuItem3049,15.1,Appetizer
3050,MenuItem3050,11.65,Beverage
3051,MenuItem3051,14.31,Main Course
3052,MenuItem3052,42.23,Appetizer
3053,MenuItem3053,39.14,Main Course
3054,MenuItem3054,47.15,Beverage
3055,MenuItem3055,35.09,Dessert
3056,MenuItem3056,46.6,Dessert
3057,MenuItem3057,19.68,Dessert
3058,MenuItem3058,44.76,Dessert
3059,MenuItem3059,13.8,Main Course
3060,MenuItem3060,48.2,Dessert
3061,MenuItem3061,43.4,Appetizer
3062,MenuItem3062,35.07,Appetizer
3063,MenuItem3063,30.76,Main Course
3064,MenuItem3064,31.46,Appetizer
3065,MenuItem3065,15.39,Appetizer
3066,MenuItem3066,18.75,Appetizer
3067,MenuItem3067,22.97,Main Course
3068,MenuItem3068,48.54,Appetizer
3069,MenuItem3069,26.48,Dessert
3070,MenuItem3070,9.46,Main Course
3071,MenuItem3071,24.97,Dessert
3072,MenuItem3072,26.16,Appetizer
3073,MenuItem3073,44.91,Dessert
3074,MenuItem3074,11.43,Beverage
3075,MenuItem3075,23.49,Appetizer
3076,MenuItem3076,43.58,Appetizer
3077,MenuItem3077,31.94,Dessert
3078,MenuItem3078,7.73,Main Course
3079,MenuItem3079,17.9,Appetizer
3080,MenuItem3080,19.16,Appetizer
3081,MenuItem3081,43.76,Appetizer
3082,MenuItem3082,43.83,Appetizer
3083,MenuItem3083,43.98,Appetizer
3084,MenuItem3084,20.8,Beverage
3085,MenuItem3085,17.91,Appetizer
3086,MenuItem3086,47.11,Dessert
3087,MenuItem3087,24.24,Appetizer
3088,MenuItem3088,40.84,Dessert
3089,MenuItem3089,18.84,Dessert
3090,MenuItem3090,18.31,Appetizer
3091,MenuItem3091,20.9,Main Course
3092,MenuItem3092,44.1,Dessert
3093,MenuItem3093,33.52,Beverage
3094,MenuItem3094,38.8,Main Course
3095,MenuItem3095,46.07,Dessert
3096,MenuItem3096,14.33,Beverage
3097,MenuItem3097,27.66,Appetizer
3098,MenuItem3098,41.35,Appetizer
3099,MenuItem3099,33.73,Beverage
3100,MenuItem3100,47.84,Dessert
3101,MenuItem3101,49.61,Main Course
3102,MenuItem3102,39.6,Dessert
3103,MenuItem3103,20.89,Main Course
3104,MenuItem3104,30.22,Dessert
3105,MenuItem3105,30.89,Main Course
3106,MenuItem3106,12.84,Appetizer
3107,MenuItem3107,23.85,Appetizer
3108,MenuItem3108,47.65,Dessert
3109,MenuItem3109,42.48,Main Course
3110,MenuItem3110,41.72,Beverage
3111,MenuItem3111,26.26,Dessert
3112,MenuItem3112,12.68,Main Course
3113,MenuItem3113,19.52,Appetizer
3114,MenuItem3114,18.89,Beverage
3115,MenuItem3115,12.83,Main Course
3116,MenuItem3116,43.86,Appetizer
3117,MenuItem3117,16.95,Main Course
3118,MenuItem3118,34.57,Main Course
3119,MenuItem3119,32.49,Beverage
3120,MenuItem3120,43.62,Main Course
3121,MenuItem3121,15.14,Appetizer
3122,MenuItem3122,32.92,Appetizer
3123,MenuItem3123,17.54,Dessert
3124,MenuItem3124,24.47,Appetizer
3125,MenuItem3125,24.71,Beverage
3126,MenuItem3126,42.34,Dessert
3127,MenuItem3127,15.19,Dessert
3128,MenuItem3128,9.74,Dessert
3129,MenuItem3129,20.63,Appetizer
3130,MenuItem3130,14.2,Main Course
3131,MenuItem3131,45.97,Main Course
3132,MenuItem3132,8.07,Appetizer
3133,MenuItem3133,37.86,Appetizer
3134,MenuItem3134,16.36,Dessert
3135,MenuItem3135,46.78,Dessert
3136,MenuItem3136,45.4,Dessert
3137,MenuItem3137,17.82,Dessert
3138,MenuItem3138,22.83,Dessert
3139,MenuItem3139,44.81,Dessert
3140,MenuItem3140,27.8,Dessert
3141,MenuItem3141,42.0,Appetizer
3142,MenuItem3142,7.83,Dessert
3143,MenuItem3143,24.0,Beverage
3144,MenuItem3144,43.61,Appetizer
3145,MenuItem3145,21.5,Dessert
3146,MenuItem3146,46.81,Beverage
3147,MenuItem3147,37.34,Appetizer
3148,MenuItem3148,18.34,Main Course
3149,MenuItem3149,28.05,Main Course
3150,MenuItem3150,17.68,Dessert
3151,MenuItem3151,32.65,Appetizer
3152,MenuItem3152,7.53,Main Course
3153,MenuItem3153,25.51,Main Course
3154,MenuItem3154,45.21,Main Course
3155,MenuItem3155,12.15,Main Course
3156,MenuItem3156,25.52,Beverage
3157,MenuItem3157,36.26,Beverage
3158,MenuItem3158,25.08,Beverage
3159,MenuItem3159,33.26,Dessert
3160,MenuItem3160,16.68,Dessert
3161,MenuItem3161,35.1,Dessert
3162,MenuItem3162,36.36,Dessert
3163,MenuItem3163,39.96,Dessert
3164,MenuItem3164,8.41,Main Course
3165,MenuItem3165,13.75,Beverage
3166,MenuItem3166,5.11,Dessert
3167,MenuItem3167,37.45,Appetizer
3168,MenuItem3168,35.68,Main Course
3169,MenuItem3169,49.75,Dessert
3170,MenuItem3170,42.34,Dessert
3171,MenuItem3171,8.58,Main Course
3172,MenuItem3172,25.61,Main Course
3173,MenuItem3173,26.26,Dessert
3174,MenuItem3174,6.73,Beverage
3175,MenuItem3175,33.47,Appetizer
3176,MenuItem3176,30.08,Appetizer
3177,MenuItem3177,14.27,Dessert
3178,MenuItem3178,14.63,Main Course
3179,MenuItem3179,39.1,Dessert
3180,MenuItem3180,44.09,Appetizer
3181,MenuItem3181,23.81,Appetizer
3182,MenuItem3182,27.32,Appetizer
3183,MenuItem3183,47.4,Dessert
3184,MenuItem3184,15.74,Main Course
3185,MenuItem3185,18.53,Beverage
3186,MenuItem3186,10.16,Dessert
3187,MenuItem3187,32.19,Dessert
3188,MenuItem3188,28.78,Main Course
3189,MenuItem3189,23.51,Beverage
3190,MenuItem3190,33.11,Dessert
3191,MenuItem3191,24.85,Main Course
3192,MenuItem3192,17.61,Dessert
3193,MenuItem3193,43.37,Main Course
3194,MenuItem3194,5.47,Dessert
3195,MenuItem3195,20.52,Appetizer
3196,MenuItem3196,5.59,Main Course
3197,MenuItem3197,26.01,Appetizer
3198,MenuItem3198,38.03,Main Course
3199,MenuItem3199,19.34,Dessert
3200,MenuItem3200,5.52,Beverage
3201,MenuItem3201,15.03,Appetizer
3202,MenuItem3202,15.71,Dessert
3203,MenuItem3203,18.41,Main Course
3204,MenuItem3204,43.69,Appetizer
3205,MenuItem3205,41.12,Beverage
3206,MenuItem3206,46.43,Beverage
3207,MenuItem3207,43.0,Dessert
3208,MenuItem3208,42.77,Beverage
3209,MenuItem3209,8.27,Dessert
3210,MenuItem3210,24.78,Main Course
3211,MenuItem3211,8.91,Appetizer
3212,MenuItem3212,19.59,Dessert
3213,MenuItem3213,43.8,Appetizer
3214,MenuItem3214,26.92,Appetizer
3215,MenuItem3215,12.4,Appetizer
3216,MenuItem3216,16.04,Appetizer
3217,MenuItem3217,29.39,Beverage
3218,MenuItem3218,42.4,Dessert
3219,MenuItem3219,19.82,Appetizer
3220,MenuItem3220,12.77,Beverage
3221,MenuItem3221,34.1,Main Course
3222,MenuItem3222,42.93,Beverage
3223,MenuItem3223,26.45,Main Course
3224,MenuItem3224,45.15,Main Course
3225,MenuItem3225,45.3,Dessert
3226,MenuItem3226,7.8,Main Course
3227,MenuItem3227,36.86,Appetizer
3228,MenuItem3228,32.59,Dessert
3229,MenuItem3229,43.7,Beverage
3230,MenuItem3230,37.72,Appetizer
3231,MenuItem3231,27.86,Dessert
3232,MenuItem3232,16.7,Main Course
3233,MenuItem3233,8.62,Main Course
3234,MenuItem3234,49.18,Main Course
3235,MenuItem3235,39.71,Dessert
3236,MenuItem3236,29.89,Appetizer
3237,MenuItem3237,38.62,Dessert
3238,MenuItem3238,13.87,Appetizer
3239,MenuItem3239,46.18,Beverage
3240,MenuItem3240,48.45,Appetizer
3241,MenuItem3241,16.24,Appetizer
3242,MenuItem3242,47.06,Main Course
3243,MenuItem3243,17.27,Beverage
3244,MenuItem3244,35.55,Appetizer
3245,MenuItem3245,19.81,Dessert
3246,MenuItem3246,47.64,Beverage
3247,MenuItem3247,25.94,Appetizer
3248,MenuItem3248,16.03,Appetizer
3249,MenuItem3249,19.15,Appetizer
3250,MenuItem3250,7.69,Dessert
3251,MenuItem3251,41.89,Beverage
3252,MenuItem3252,25.8,Appetizer
3253,MenuItem3253,24.69,Appetizer
3254,MenuItem3254,33.01,Beverage
3255,MenuItem3255,40.87,Beverage
3256,MenuItem3256,13.67,Beverage
3257,MenuItem3257,34.74,Dessert
3258,MenuItem3258,11.08,Dessert
3259,MenuItem3259,27.19,Beverage
3260,MenuItem3260,7.56,Beverage
3261,MenuItem3261,46.39,Main Course
3262,MenuItem3262,29.68,Appetizer
3263,MenuItem3263,34.46,Main Course
3264,MenuItem3264,12.56,Main Course
3265,MenuItem3265,5.18,Beverage
3266,MenuItem3266,7.2,Appetizer
3267,MenuItem3267,36.5,Appetizer
3268,MenuItem3268,24.65,Beverage
3269,MenuItem3269,12.52,Beverage
3270,MenuItem3270,30.28,Main Course
3271,MenuItem3271,44.62,Appetizer
3272,MenuItem3272,29.74,Dessert
3273,MenuItem3273,12.36,Dessert
3274,MenuItem3274,23.58,Appetizer
3275,MenuItem3275,39.28,Main Course
3276,MenuItem3276,14.2,Beverage
3277,MenuItem3277,37.79,Dessert
3278,MenuItem3278,16.16,Beverage
3279,MenuItem3279,6.17,Dessert
3280,MenuItem3280,22.19,Beverage
3281,MenuItem3281,41.3,Dessert
3282,MenuItem3282,6.02,Main Course
3283,MenuItem3283,14.07,Beverage
3284,MenuItem3284,18.65,Dessert
3285,MenuItem3285,22.94,Dessert
3286,MenuItem3286,40.07,Dessert
3287,MenuItem3287,6.62,Appetizer
3288,MenuItem3288,45.52,Appetizer
3289,MenuItem3289,38.89,Appetizer
3290,MenuItem3290,10.25,Appetizer
3291,MenuItem3291,43.82,Appetizer
3292,MenuItem3292,20.8,Main Course
3293,MenuItem3293,40.59,Main Course
3294,MenuItem3294,10.47,Main Course
3295,MenuItem3295,9.72,Beverage
3296,MenuItem3296,5.45,Dessert
3297,MenuItem3297,11.06,Dessert
3298,MenuItem3298,26.84,Main Course
3299,MenuItem3299,6.41,Appetizer
3300,MenuItem3300,20.42,Dessert
3301,MenuItem3301,43.83,Beverage
3302,MenuItem3302,15.09,Main Course
3303,MenuItem3303,14.56,Dessert
3304,MenuItem3304,37.26,Main Course
3305,MenuItem3305,7.69,Dessert
3306,MenuItem3306,7.22,Appetizer
3307,MenuItem3307,23.09,Dessert
3308,MenuItem3308,27.0,Main Course
3309,MenuItem3309,40.4,Main Course
3310,MenuItem3310,43.23,Main Course
3311,MenuItem3311,19.72,Dessert
3312,MenuItem3312,44.68,Dessert
3313,MenuItem3313,5.25,Appetizer
3314,MenuItem3314,16.48,Main Course
3315,MenuItem3315,25.1,Main Course
3316,MenuItem3316,34.1,Main Course
3317,MenuItem3317,18.95,Main Course
3318,MenuItem3318,18.07,Main Course
3319,MenuItem3319,33.01,Appetizer
3320,MenuItem3320,15.76,Main Course
3321,MenuItem3321,9.54,Main Course
3322,MenuItem3322,20.28,Main Course
3323,MenuItem3323,28.76,Main Course
3324,MenuItem3324,27.75,Main Course
3325,MenuItem3325,32.08,Appetizer
3326,MenuItem3326,9.24,Main Course
3327,MenuItem3327,18.87,Dessert
3328,MenuItem3328,41.49,Beverage
3329,MenuItem3329,47.84,Beverage
3330,MenuItem3330,32.37,Main Course
3331,MenuItem3331,5.62,Appetizer
3332,MenuItem3332,9.09,Main Course
3333,MenuItem3333,49.81,Main Course
3334,MenuItem3334,14.49,Main Course
3335,MenuItem3335,13.9,Beverage
3336,MenuItem3336,33.77,Dessert
3337,MenuItem3337,47.51,Appetizer
3338,MenuItem3338,15.69,Main Course
3339,MenuItem3339,21.98,Main Course
3340,MenuItem3340,7.26,Dessert
3341,MenuItem3341,35.79,Dessert
3342,MenuItem3342,18.71,Beverage
3343,MenuItem3343,42.33,Dessert
3344,MenuItem3344,17.58,Appetizer
3345,MenuItem3345,7.47,Main Course
3346,MenuItem3346,38.19,Beverage
3347,MenuItem3347,20.13,Beverage
3348,MenuItem3348,7.22,Dessert
3349,MenuItem3349,32.45,Appetizer
3350,MenuItem3350,8.41,Beverage
3351,MenuItem3351,35.6,Dessert
3352,MenuItem3352,25.23,Main Course
3353,MenuItem3353,45.74,Main Course
3354,MenuItem3354,13.49,Main Course
3355,MenuItem3355,27.96,Dessert
3356,MenuItem3356,43.95,Beverage
3357,MenuItem3357,5.17,Appetizer
3358,MenuItem3358,46.52,Main Course
3359,MenuItem3359,43.07,Beverage
3360,MenuItem3360,37.06,Appetizer
3361,MenuItem3361,14.02,Main Course
3362,MenuItem3362,38.65,Main Course
3363,MenuItem3363,19.62,Appetizer
3364,MenuItem3364,29.37,Appetizer
3365,MenuItem3365,10.93,Main Course
3366,MenuItem3366,45.33,Dessert
3367,MenuItem3367,35.86,Beverage
3368,MenuItem3368,29.85,Dessert
3369,MenuItem3369,48.05,Appetizer
3370,MenuItem3370,36.16,Appetizer
3371,MenuItem3371,30.26,Main Course
3372,MenuItem3372,44.95,Appetizer
3373,MenuItem3373,41.24,Main Course
3374,MenuItem3374,45.61,Dessert
3375,MenuItem3375,27.26,Dessert
3376,MenuItem3376,23.08,Main Course
3377,MenuItem3377,21.12,Appetizer
3378,MenuItem3378,47.56,Main Course
3379,MenuItem3379,20.6,Beverage
3380,MenuItem3380,41.13,Dessert
3381,MenuItem3381,25.1,Main Course
3382,MenuItem3382,6.89,Appetizer
3383,MenuItem3383,35.05,Beverage
3384,MenuItem3384,15.11,Beverage
3385,MenuItem3385,39.05,Appetizer
3386,MenuItem3386,32.19,Dessert
3387,MenuItem3387,14.35,Beverage
3388,MenuItem3388,27.95,Dessert
3389,MenuItem3389,9.24,Appetizer
3390,MenuItem3390,32.82,Appetizer
3391,MenuItem3391,46.81,Main Course
3392,MenuItem3392,32.09,Beverage
3393,MenuItem3393,6.75,Beverage
3394,MenuItem3394,19.44,Beverage
3395,MenuItem3395,40.32,Appetizer
3396,MenuItem3396,5.23,Appetizer
3397,MenuItem3397,46.1,Dessert
3398,MenuItem3398,24.85,Main Course
3399,MenuItem3399,17.25,Appetizer
3400,MenuItem3400,22.69,Appetizer
3401,MenuItem3401,45.33,Main Course
3402,MenuItem3402,22.17,Appetizer
3403,MenuItem3403,24.43,Dessert
3404,MenuItem3404,47.43,Main Course
3405,MenuItem3405,31.41,Dessert
3406,MenuItem3406,16.51,Main Course
3407,MenuItem3407,42.33,Appetizer
3408,MenuItem3408,9.9,Dessert
3409,MenuItem3409,29.87,Appetizer
3410,MenuItem3410,43.67,Dessert
3411,MenuItem3411,43.83,Beverage
3412,MenuItem3412,43.75,Beverage
3413,MenuItem3413,7.02,Appetizer
3414,MenuItem3414,20.85,Appetizer
3415,MenuItem3415,29.13,Beverage
3416,MenuItem3416,12.24,Main Course
3417,MenuItem3417,28.41,Beverage
3418,MenuItem3418,26.44,Beverage
3419,MenuItem3419,6.95,Dessert
3420,MenuItem3420,26.02,Dessert
3421,MenuItem3421,43.04,Appetizer
