OrderDetailID,OrderID,MenuItemID,Quantity,Price
2382,7591,6294,2,15.51
2383,4686,1798,1,38.96
2384,8498,7287,2,8.45
2385,5810,2149,5,45.32
2386,4800,7470,2,15.53
2387,5348,4437,2,21.1
2388,4691,5753,2,10.95
2389,7792,2416,5,6.18
2390,2382,1070,4,35.39
2391,9948,1002,5,37.04
2392,8668,5467,1,44.51
2393,1940,1909,5,21.49
2394,6637,605,5,43.37
2395,6448,5210,5,19.92
2396,628,5566,4,6.99
2397,4242,6626,4,7.26
2398,2141,9284,5,33.86
2399,169,7243,3,31.75
2400,1749,3993,4,18.19
2401,4446,9233,3,7.26
2402,1598,2811,1,20.23
2403,1432,5296,4,45.65
2404,3266,682,3,37.28
2405,3953,4869,5,20.53
2406,9354,5979,3,5.08
2407,8164,2747,5,48.29
2408,4038,3030,4,13.26
2409,6352,1933,2,8.92
2410,728,7629,3,40.72
2411,5492,7133,2,14.27
2412,3340,27,1,15.8
2413,7896,3175,4,6.79
2414,4595,3206,3,38.16
2415,426,9667,4,34.73
2416,4583,9773,5,41.72
2417,2622,6525,2,34.17
2418,9100,2255,4,36.48
2419,8282,6109,3,22.67
2420,4378,2946,4,20.79
2421,1782,3778,5,43.37
2422,9286,4119,1,37.47
2423,5557,9782,1,7.7
2424,4189,8803,5,18.1
2425,2207,8891,1,34.52
2426,1021,5471,3,16.7
2427,4225,44,5,34.1
2428,8110,4667,1,39.3
2429,3608,1642,3,48.37
2430,9647,9709,5,49.97
2431,4750,4417,1,46.59
2432,4975,7418,1,40.95
2433,355,131,3,8.24
2434,9574,7904,1,42.53
2435,9253,7908,3,18.78
2436,6657,7627,2,43.49
2437,6324,5086,4,31.25
2438,5320,4143,4,41.18
2439,6604,1081,4,21.67
2440,4212,3665,4,35.52
2441,2093,2,5,32.24
2442,8345,1917,2,32.34
2443,4557,2278,3,32.54
2444,5391,2199,2,36.78
2445,3063,6060,1,10.4
2446,8978,6290,5,45.14
2447,4604,4703,5,36.71
2448,771,457,4,37.16
2449,941,5990,4,31.62
2450,5674,3025,1,6.23
2451,6028,6231,2,14.97
2452,1839,3198,3,26.59
2453,5552,8274,2,24.48
2454,1694,8891,5,26.85
2455,5168,5254,5,11.78
2456,215,5095,2,42.74
2457,3440,9400,1,44.63
2458,3205,611,4,31.16
2459,2722,3389,2,24.84
2460,4798,776,4,13.28
2461,1517,1737,3,8.53
2462,2441,1817,4,43.11
2463,7875,1670,5,7.71
2464,1947,1421,3,33.67
2465,9022,4649,4,39.09
2466,8862,1406,3,17.33
2467,8264,5450,5,5.45
2468,5745,3392,2,33.42
2469,151,8146,4,25.02
2470,943,4478,3,23.5
2471,8333,4066,1,6.45
2472,559,4387,5,25.5
2473,984,3243,1,48.51
2474,4071,1672,3,11.82
2475,1047,3866,1,36.78
2476,883,5722,3,37.15
2477,6731,3445,3,17.35
2478,5988,3875,1,20.81
2479,2492,2286,3,7.56
2480,3728,6648,2,42.45
2481,2107,7130,3,42.64
2482,1860,2308,3,35.61
2483,9909,3511,4,26.14
2484,6510,8908,2,23.49
2485,5652,4293,1,20.51
2486,2883,2247,5,10.2
2487,4382,3018,3,17.69
2488,7177,1980,3,20.11
2489,545,2506,3,49.99
2490,8257,4127,2,48.53
2491,1590,7528,2,17.38
2492,6614,6084,2,37.25
2493,2041,6486,3,21.94
2494,2253,1952,2,33.67
2495,7461,3872,1,42.74
2496,8015,3764,2,22.88
2497,6850,262,5,29.3
2498,1682,4880,1,5.68
2499,7840,8003,1,25.64
2500,5121,1516,4,42.65
2501,4199,7014,2,39.62
2502,6432,5735,5,6.45
2503,8571,6491,2,23.79
2504,8936,3211,3,47.18
2505,2877,9636,1,6.54
2506,764,9352,2,43.98
2507,9966,3272,4,44.3
2508,6734,149,2,32.45
2509,5854,8298,2,22.71
2510,9221,194,1,5.86
2511,1107,2771,4,28.94
2512,8314,6198,3,42.04
2513,9698,8933,4,25.41
2514,1253,2381,4,6.66
2515,299,5737,3,21.06
2516,18,256,5,25.51
2517,8281,8297,4,48.35
2518,6570,4881,3,45.14
2519,2196,554,4,38.29
2520,132,4914,1,28.4
2521,2686,1857,1,26.97
2522,1019,7378,4,10.09
2523,3490,8268,1,21.17
2524,3582,3737,3,20.04
2525,1560,1688,2,7.37
2526,5630,2275,1,17.77
2527,8904,3129,3,32.18
2528,9615,985,3,29.03
2529,6119,391,1,27.69
2530,6628,9248,2,35.41
2531,3357,8613,2,31.24
2532,5615,3895,2,33.5
2533,4876,6878,4,41.1
2534,5819,8159,2,34.17
2535,8370,5262,3,28.48
2536,3052,468,5,19.95
2537,2095,812,4,43.32
2538,4965,5134,2,45.13
2539,5676,5742,3,35.55
2540,7984,94,2,25.11
2541,889,836,1,47.74
2542,2116,4158,3,29.92
2543,5031,2116,3,27.36
2544,3213,9293,1,24.77
2545,5523,5253,1,39.78
2546,5687,6627,3,8.58
2547,6200,1828,3,43.97
2548,7745,8670,5,29.93
2549,2722,7319,5,49.25
2550,3605,5982,3,47.05
2551,3966,3137,2,48.43
2552,6499,2535,4,42.12
2553,8323,4892,1,15.27
2554,1630,7582,4,10.88
2555,5778,5,3,17.14
2556,8584,4693,5,23.93
2557,5878,66,3,29.21
2558,208,3396,5,44.52
2559,181,1852,2,9.67
2560,5726,3439,4,41.47
2561,7441,8163,3,16.24
2562,6232,4596,5,49.24
2563,8408,6841,1,9.58
2564,6964,5087,1,25.55
2565,6899,9099,2,11.3
2566,5004,1414,2,8.19
2567,327,3936,1,13.93
2568,5027,8370,1,20.18
2569,2316,8552,1,49.05
2570,3970,9631,2,22.73
2571,5663,4474,1,34.14
2572,1068,6856,3,17.66
2573,8101,6269,1,36.4
2574,9660,3693,4,7.41
2575,9866,2772,1,11.4
2576,1108,3555,1,12.01
2577,2420,4563,1,47.32
2578,8615,2912,5,43.9
2579,7408,8281,3,47.75
2580,9780,9416,4,20.67
2581,3219,4952,2,35.25
2582,1006,6015,2,6.91
2583,6048,4030,5,46.16
2584,5046,8238,1,20.37
2585,5332,1179,5,8.94
2586,915,7130,1,31.91
2587,975,9994,3,41.18
2588,7563,5181,5,37.02
2589,7198,4521,3,6.02
2590,3617,6682,2,36.92
2591,7978,6615,3,42.07
2592,5363,1842,1,32.27
2593,774,7824,1,27.2
2594,3264,7918,2,23.27
2595,8193,6257,5,23.67
2596,4726,7675,1,39.55
2597,4515,6180,2,30.01
2598,1715,607,1,7.51
2599,2127,7410,1,16.46
2600,9859,2938,2,16.89
2601,5938,4230,4,30.52
2602,6293,5870,1,38.11
2603,4467,7796,4,48.58
2604,2587,6924,2,31.72
2605,8919,9189,5,16.7
2606,1277,2539,3,38.44
2607,1587,9739,1,42.35
2608,9802,7068,2,13.59
2609,3652,7472,5,12.48
2610,9245,9412,3,25.62
2611,1141,1315,2,27.77
2612,2304,9535,5,16.44
2613,5264,6428,5,27.26
2614,643,3478,2,31.28
2615,9737,9890,5,40.7
2616,4114,4135,1,48.58
2617,7053,3377,2,9.13
2618,3584,2505,4,18.93
2619,6476,6911,4,6.4
2620,654,2109,5,17.3
2621,5647,5590,3,12.22
2622,6451,7278,4,39.65
2623,859,5406,2,24.03
2624,2605,4857,3,47.15
2625,9602,9716,5,36.46
2626,3522,161,3,11.71
2627,7963,5147,3,25.05
2628,3437,2336,1,36.68
2629,6594,6980,3,21.7
2630,4328,4398,2,18.18
2631,1186,2333,3,30.66
2632,4084,1461,1,5.95
2633,3756,3430,2,48.62
2634,4445,6894,3,41.22
2635,518,7269,1,28.48
2636,4899,1187,1,11.57
2637,4163,4093,1,31.57
2638,7630,9186,1,14.55
2639,7368,3856,5,38.78
2640,7961,1579,5,46.68
2641,3759,7303,1,39.51
2642,6082,4003,1,13.97
2643,6511,5486,2,49.64
2644,791,8592,5,10.15
2645,518,2018,5,25.37
2646,9195,4416,2,47.47
2647,189,8484,2,44.2
2648,2804,4454,2,8.81
2649,480,3732,1,12.26
2650,3387,6441,4,47.1
2651,7606,3496,4,46.48
2652,9735,4125,3,16.12
2653,5371,7901,4,23.28
2654,4262,7600,5,34.01
2655,1215,9301,3,19.99
2656,3154,1535,4,35.19
2657,8920,278,5,41.12
2658,4537,9072,3,12.44
2659,9519,2771,4,10.6
2660,968,4538,1,23.46
2661,2757,724,1,5.94
2662,569,1370,1,40.96
2663,2091,360,4,22.66
2664,829,8070,1,17.32
2665,2958,9279,1,39.37
2666,1720,8879,3,39.11
2667,7136,2331,1,23.69
2668,9758,4521,2,40.76
2669,8572,7498,1,14.72
2670,7709,6187,1,37.28
2671,5403,9746,2,44.12
2672,8081,2155,1,23.94
2673,4237,5685,5,48.4
2674,8091,9904,4,21.23
2675,7118,3734,4,43.2
2676,1661,6292,5,13.33
2677,2590,7552,4,19.68
2678,9389,7793,1,14.52
2679,8847,575,3,25.81
2680,3266,3343,4,10.72
2681,1887,8285,2,28.12
2682,9610,5618,2,39.06
2683,9905,3429,4,41.48
2684,3494,2393,3,29.86
2685,9118,6641,1,40.09
2686,8585,7292,3,46.25
2687,7398,153,3,20.99
2688,6945,744,2,30.9
2689,7315,5708,3,9.49
2690,6070,1026,1,33.01
2691,7638,6183,4,43.84
2692,5523,6299,5,11.83
2693,8616,1761,1,39.08
2694,10000,9446,1,30.63
2695,5379,3627,3,9.38
2696,1539,6000,3,47.58
2697,1936,8956,2,20.54
2698,2797,3016,4,10.34
2699,9593,2753,4,27.85
2700,2397,6561,1,41.74
2701,2253,7379,2,29.26
2702,3041,7675,3,39.2
2703,2623,4705,2,12.78
2704,7515,2389,3,26.33
2705,1204,4926,5,26.07
2706,2957,3283,5,37.49
2707,8923,9265,5,28.82
2708,9722,3536,1,10.6
2709,3031,4180,1,13.27
2710,482,9991,5,41.85
2711,7477,6737,3,9.9
2712,6884,2525,2,32.81
2713,6507,7320,4,27.46
2714,1981,9826,3,26.22
2715,4479,1590,2,5.73
2716,95,7880,3,13.07
2717,7735,7625,4,18.33
2718,1359,4288,3,19.21
2719,5021,9289,5,9.46
2720,2375,6280,4,16.42
2721,3469,4024,1,17.64
2722,6099,4218,5,23.41
2723,6975,3655,2,13.49
2724,5363,5167,3,28.6
2725,3329,505,4,6.98
2726,1079,2867,2,39.81
2727,3197,4267,4,13.1
2728,339,4536,3,43.25
2729,2317,3472,5,37.74
2730,8480,2807,3,32.85
2731,8968,2946,1,32.79
2732,5472,8065,3,33.44
2733,8128,4415,2,35.66
2734,8784,8236,4,31.07
2735,1368,1488,5,31.5
2736,3882,2245,2,45.82
2737,1429,9555,2,34.31
2738,9085,8576,2,12.88
2739,8512,2189,2,8.76
2740,2505,4942,5,19.67
2741,3638,8080,5,7.74
2742,506,6056,3,18.48
2743,536,2101,4,15.12
2744,950,9891,5,38.92
2745,9951,340,4,27.89
2746,1982,1902,2,36.01
2747,1370,7568,1,8.81
2748,9664,2558,5,27.64
2749,8049,1241,4,28.76
2750,1107,1705,4,12.77
2751,3028,8916,1,49.12
2752,4448,637,1,27.9
2753,6014,7630,1,19.05
2754,8442,8872,3,37.5
2755,8837,2173,4,40.65
2756,6334,7274,3,10.39
2757,712,670,2,23.06
2758,8779,771,5,24.29
2759,437,9904,5,27.65
2760,4256,6366,4,40.66
2761,2443,593,5,49.28
2762,3957,8912,5,21.34
2763,8350,9669,2,32.96
2764,9316,3333,4,6.13
2765,6654,3670,2,16.42
2766,3186,5341,2,25.7
2767,9724,2432,3,28.35
2768,1948,2248,5,16.5
2769,4515,5794,1,41.27
2770,1194,3148,1,39.47
2771,1525,2092,5,40.34
2772,8104,2702,3,16.34
2773,1592,7610,4,47.84
2774,8284,2251,3,45.12
2775,5406,3550,1,15.57
2776,4961,8389,2,32.65
2777,8548,4435,2,41.77
2778,9782,7473,2,29.08
2779,8126,1763,5,32.59
2780,1944,9816,1,35.08
2781,8379,3083,2,49.86
2782,9246,9682,5,49.61
2783,7493,2192,2,42.3
2784,7562,2329,3,46.5
2785,5764,4465,1,43.35
2786,676,569,5,14.81
2787,8991,7612,3,22.71
2788,8934,8648,4,25.01
2789,5063,31,3,45.8
2790,2251,9669,3,29.18
2791,6331,6313,5,21.77
2792,9950,6155,3,42.69
2793,4629,2737,1,44.02
2794,3124,5809,2,18.02
2795,9032,4265,5,34.31
2796,9304,6394,3,27.95
2797,4789,3922,5,7.57
2798,7931,9687,4,21.65
2799,1272,6397,5,10.89
2800,4065,6041,3,26.8
2801,10000,3256,5,36.1
2802,8422,9021,2,24.63
2803,2554,6928,5,8.75
2804,5263,9418,5,47.11
2805,7507,7868,3,24.39
2806,9038,5669,4,40.3
2807,7476,4025,2,31.6
2808,6114,4047,3,31.41
2809,7255,1324,4,34.89
2810,8555,9624,3,25.28
2811,3576,8837,5,13.55
2812,4,6193,5,6.9
2813,8457,9340,1,27.19
2814,1120,6885,5,19.79
2815,1757,1586,1,44.72
2816,7558,8257,4,9.75
2817,828,6609,2,41.41
2818,499,1492,2,34.09
2819,8236,1548,5,18.42
2820,9688,1608,4,9.29
2821,2671,5375,5,38.73
2822,1450,6067,2,18.98
2823,282,1062,3,34.68
2824,2550,5897,2,49.76
2825,7893,5127,5,47.06
2826,9059,1844,5,43.33
2827,4877,7182,1,48.23
2828,158,3787,3,49.39
2829,2442,5274,1,34.03
2830,3031,864,2,22.21
2831,738,8869,4,37.51
2832,3474,875,4,5.26
2833,9428,3630,4,13.92
2834,4544,1678,3,8.57
2835,15,7137,4,11.22
2836,6553,5002,4,22.39
2837,9321,4221,5,45.62
2838,7428,7890,2,23.5
2839,8348,9608,5,49.38
2840,7516,5070,3,49.69
2841,1362,9337,4,21.61
2842,5657,5210,4,45.05
2843,9476,8801,2,17.04
2844,9916,4909,4,30.15
2845,4106,3552,1,38.53
2846,8174,9809,3,10.83
2847,1456,9778,3,25.43
2848,6645,9315,5,39.34
2849,3027,4015,3,11.04
2850,1808,7149,3,39.94
2851,5083,8945,5,41.87
2852,4651,9886,4,7.73
2853,529,282,1,17.07
2854,883,2683,2,8.86
2855,7830,2721,1,23.94
2856,3586,3867,1,20.68
2857,7847,3118,1,6.03
2858,1310,6311,3,44.9
2859,4897,6925,2,21.3
2860,8159,4774,3,10.47
2861,8251,731,4,24.74
2862,3042,2752,4,37.48
2863,3294,9833,1,22.87
2864,2674,7291,5,8.46
2865,5241,4294,5,43.62
2866,6652,683,2,48.51
2867,9047,7293,5,39.92
2868,5386,7366,1,30.42
2869,2340,4929,4,11.27
2870,1800,9772,3,39.14
2871,3500,4871,3,36.53
2872,6532,4698,1,10.1
2873,5419,1433,4,33.49
2874,1964,9450,5,21.21
2875,464,9551,1,35.49
2876,1145,5274,4,29.1
2877,99,4918,1,7.24
2878,9397,8108,3,28.72
2879,5212,5946,2,21.33
2880,4611,1835,5,17.17
2881,3742,2930,2,32.71
2882,3575,5088,4,35.46
2883,5119,737,5,16.38
2884,5949,4569,2,18.88
2885,2757,7981,4,27.23
2886,3245,1125,4,46.23
2887,5199,7954,4,16.93
2888,8548,8299,1,11.2
2889,5238,7653,4,18.16
2890,5869,2007,5,25.52
2891,1308,6698,1,13.26
2892,2295,5844,2,49.23
2893,2864,6891,2,6.2
2894,3806,779,1,35.23
2895,7107,3583,5,34.13
2896,1944,161,1,21.36
2897,291,2716,5,10.89
2898,8846,5460,3,46.01
2899,2322,7631,3,40.15
2900,1978,7663,4,10.86
2901,6859,898,4,20.02
2902,6142,3991,3,38.95
2903,9399,2519,3,32.85
2904,2294,272,5,35.72
2905,4389,9144,4,26.92
2906,8534,296,5,31.47
2907,1546,3351,3,39.05
2908,907,8992,5,42.3
2909,1778,2331,5,14.96
2910,4130,8370,5,27.59
2911,2533,9890,2,9.62
2912,1442,8430,4,46.76
2913,3574,51,4,40.92
2914,949,1130,1,17.42
2915,8702,9445,1,25.19
2916,5614,4444,2,23.01
2917,9259,8687,1,41.12
2918,3365,3544,1,36.26
2919,9665,403,4,49.49
2920,9340,3968,3,31.68
2921,756,9960,3,22.22
2922,6957,5934,5,43.24
2923,8113,1174,3,13.59
2924,8198,8413,3,13.87
2925,2785,7326,1,47.4
2926,4087,1796,3,41.08
2927,4454,5599,3,19.22
2928,1621,666,3,19.82
2929,314,5107,4,32.82
2930,5033,5371,1,5.46
2931,496,6601,3,42.87
2932,9454,7816,5,15.12
2933,3798,9070,4,26.93
2934,5541,4375,5,19.19
2935,2518,9613,2,48.38
2936,3012,1925,2,27.08
2937,1639,8904,3,42.04
2938,4829,9681,2,5.18
2939,4137,590,5,38.43
2940,715,9684,3,6.5
2941,9965,2672,2,5.85
2942,1905,4107,2,43.35
2943,8658,7307,5,26.47
2944,1446,4841,4,17.22
2945,6390,7164,2,29.92
2946,3622,5846,2,23.72
2947,7721,7217,4,30.95
2948,464,4719,5,16.89
2949,6792,2544,1,41.39
2950,9959,3544,1,26.8
2951,1931,2762,1,14.12
2952,1656,4098,4,33.34
2953,601,9971,1,33.17
2954,9149,3153,5,17.5
2955,4797,1622,5,36.22
2956,9257,8553,1,36.6
2957,6387,5723,5,49.38
2958,2872,5906,5,44.94
2959,8163,8365,4,11.86
2960,7374,4844,3,13.88
2961,9753,5132,4,42.88
2962,3123,3122,4,35.26
2963,8269,6160,2,44.51
2964,6441,1576,2,29.73
2965,6024,3911,1,47.73
2966,2658,7817,2,43.33
2967,2937,1284,2,9.15
2968,6195,3501,2,35.28
2969,3655,9474,5,43.02
2970,2049,2078,4,22.03
2971,1273,6374,5,39.69
2972,1087,2340,1,37.76
2973,6175,8866,4,22.43
2974,9054,516,5,49.33
2975,1132,3697,2,18.41
2976,2536,8575,2,12.57
2977,6980,1726,3,12.63
2978,9370,7584,1,14.72
2979,5882,8422,1,11.4
2980,263,6104,2,47.88
2981,9132,1488,3,18.61
2982,3445,9255,2,7.93
2983,9517,7171,5,37.44
2984,127,7815,5,47.94
2985,8161,9061,1,36.3
2986,7190,8925,1,5.38
2987,1038,7322,3,30.54
2988,1009,3638,4,11.48
2989,4611,9723,1,47.99
2990,4369,394,4,45.28
2991,7706,9893,1,41.11
2992,3321,7616,5,6.23
2993,7727,5139,5,48.53
2994,8224,5340,3,41.15
2995,3447,9083,1,20.11
2996,5833,3945,1,24.25
2997,9891,3454,3,12.18
2998,549,9995,3,14.52
2999,5157,6805,3,8.51
3000,5489,5274,2,45.3
3001,5911,1461,5,43.3
3002,4740,9082,5,33.24
3003,4497,1658,3,32.7
3004,2458,3421,1,8.0
3005,9647,3266,3,33.78
3006,7266,5276,1,12.18
3007,9237,4015,3,5.85
3008,1779,2318,2,28.23
3009,4711,520,1,12.55
3010,388,2766,2,6.01
3011,2066,418,1,16.67
3012,9511,3590,5,20.82
3013,808,9208,2,44.6
3014,5144,5128,3,33.21
3015,6498,3716,3,37.13
3016,9854,9770,2,31.09
3017,3392,4634,3,33.14
3018,4539,3835,4,26.24
3019,2119,9667,3,47.89
3020,187,3371,1,46.21
3021,9593,7633,1,46.17
3022,5881,1961,4,16.54
3023,1179,880,2,46.45
3024,5754,6877,2,7.19
3025,2905,8002,5,32.69
3026,676,4991,4,48.91
3027,565,8302,3,27.1
3028,2117,8734,1,33.89
3029,7411,9325,4,39.42
3030,5590,4928,3,10.44
3031,5786,892,1,19.78
3032,8792,3101,4,9.78
3033,6901,8848,4,21.11
3034,1682,4263,4,23.77
3035,2428,1517,3,14.34
3036,9363,1414,5,19.19
3037,492,3217,5,49.71
3038,3892,7088,2,13.57
3039,5432,2198,3,8.57
3040,7379,2275,2,30.83
3041,4664,1793,4,30.76
3042,321,6859,5,12.34
3043,1181,5167,3,9.32
3044,9976,569,1,9.09
3045,5113,2418,5,6.33
3046,9234,6486,5,34.52
3047,4861,1270,3,26.32
3048,80,9862,1,29.8
3049,9144,508,3,44.03
3050,7712,5278,3,11.83
3051,5498,9172,2,18.25
3052,3787,5695,2,33.6
3053,9229,3219,2,45.16
3054,5653,9341,5,34.96
3055,2115,2276,5,9.77
3056,2217,3485,4,36.74
3057,4755,3528,2,27.17
3058,5427,6621,3,36.52
3059,841,5308,5,20.8
3060,1411,9017,4,40.32
3061,2256,6527,1,14.9
3062,2052,5539,4,38.35
3063,8551,6564,1,11.13
3064,6450,9589,3,38.7
3065,3456,2664,5,27.15
3066,9023,118,5,46.58
3067,2740,2849,2,37.3
3068,3335,5872,5,8.83
3069,5453,3006,5,10.91
3070,9382,7006,3,23.38
3071,2972,7249,3,13.64
3072,465,9223,4,49.0
3073,2617,1149,2,22.09
3074,5128,2525,5,12.86
3075,3989,4300,5,17.87
3076,5550,7624,1,5.84
3077,7353,7108,5,43.81
3078,5382,1881,3,24.0
3079,3347,9962,1,13.87
3080,3556,7453,4,14.1
3081,5678,9526,5,11.32
3082,3834,7968,1,36.46
3083,1051,6371,1,17.76
3084,9282,5149,5,45.58
3085,3747,2077,1,35.13
3086,2766,9833,3,49.08
3087,1092,2941,2,39.74
3088,1867,2160,3,44.05
3089,9795,5879,1,47.67
3090,880,7793,4,26.33
3091,3969,9160,2,20.08
3092,6624,2161,5,9.88
3093,8875,2531,3,38.67
3094,1640,997,2,47.88
3095,8824,2034,4,39.37
3096,244,4770,3,44.94
3097,4155,6558,1,30.17
3098,6660,1450,4,6.82
3099,767,5829,1,15.32
3100,9629,8056,3,39.67
3101,7852,8734,3,13.88
3102,2499,5695,3,45.41
3103,3505,3545,5,19.7
3104,7737,5945,5,28.6
3105,777,9371,5,33.8
3106,2376,9748,1,29.69
3107,8908,8366,3,43.7
3108,1859,6379,5,36.5
3109,9529,6875,3,37.41
3110,3403,9245,1,7.82
3111,3498,5266,2,18.6
3112,3004,3759,4,30.61
3113,7149,5644,1,49.09
3114,3392,8105,3,45.12
3115,5130,6005,4,47.99
3116,2805,5429,3,26.26
3117,3642,8167,5,47.05
3118,9077,6629,3,5.57
3119,9917,5144,5,18.51
3120,8647,6789,3,43.65
3121,8445,9125,2,8.04
3122,1399,9741,2,19.83
3123,2782,8986,2,32.88
3124,3906,8552,5,33.06
3125,6807,7359,4,40.97
3126,418,4200,4,49.46
3127,6375,735,5,7.17
3128,8693,9348,2,7.8
3129,550,6749,3,48.69
3130,3988,8880,3,6.92
3131,7278,9973,5,7.99
3132,4208,6144,1,48.0
3133,3397,7105,1,32.63
3134,5630,4894,4,44.63
3135,7654,9585,3,39.49
3136,7986,7886,3,30.77
3137,1631,8109,5,5.04
3138,1352,7490,5,48.21
3139,1873,1434,3,22.39
3140,1670,7125,3,43.25
3141,1764,6685,3,26.46
3142,4099,3158,2,17.19
3143,8917,7500,1,42.64
3144,3175,4802,1,33.82
3145,5440,5451,1,45.96
3146,42,858,1,26.26
3147,3768,1061,5,34.78
3148,1162,4087,3,45.5
3149,5154,1801,2,38.64
3150,1036,1617,5,11.33
3151,8923,4800,5,29.49
3152,9772,1070,2,5.06
3153,3244,387,3,27.96
3154,4635,7405,2,14.61
3155,1177,7955,1,32.1
3156,7275,6503,4,43.13
3157,8585,2035,3,31.62
3158,9566,5148,2,35.27
3159,2257,5295,3,39.71
3160,4383,8210,2,39.24
3161,7718,9231,2,31.66
3162,3892,802,5,37.21
3163,9473,4691,1,12.85
3164,9307,5894,3,8.49
3165,1829,5967,3,39.83
3166,4109,2205,5,44.91
3167,6362,9325,2,11.56
3168,3367,4784,3,24.8
3169,3879,7372,2,44.33
3170,657,8240,2,6.06
3171,7747,3894,5,11.0
3172,361,1614,5,18.85
3173,2879,5774,4,6.13
3174,4124,909,3,34.29
3175,6384,5405,3,48.15
3176,7513,7481,5,26.17
3177,2098,9631,4,46.1
3178,9108,4359,5,5.61
3179,9666,3147,4,48.9
3180,412,8381,2,21.65
3181,6896,9688,5,25.19
3182,4678,5505,1,38.33
3183,2193,4638,4,41.4
3184,7285,3056,1,43.96
3185,2537,9540,4,22.23
3186,7521,8703,1,17.22
3187,5193,8158,4,14.68
3188,4534,1558,5,23.95
3189,4662,3308,2,45.65
3190,7173,4035,4,29.3
3191,5244,5118,1,43.57
3192,5761,785,1,33.06
3193,1924,9123,4,17.56
3194,6039,3861,4,8.09
3195,8906,315,2,39.68
3196,1098,5607,5,30.88
3197,3654,4184,3,27.38
3198,951,7668,4,34.46
3199,4652,277,3,41.6
3200,7,9501,5,35.92
3201,2079,197,1,43.41
3202,2008,6514,4,34.55
3203,514,564,2,34.8
3204,2482,7592,1,45.26
3205,9460,1257,3,34.54
3206,8503,2213,5,14.7
3207,6361,6372,3,38.52
3208,4938,392,5,47.65
3209,5759,9244,3,44.32
3210,7199,1778,2,40.79
3211,615,9630,2,41.08
3212,4718,9102,1,45.27
3213,1935,7878,3,49.18
3214,2112,4366,5,25.53
3215,439,2729,2,20.94
3216,3406,8061,1,20.22
3217,5441,4802,4,24.17
3218,1700,2756,3,36.21
3219,4977,8091,2,20.53
3220,7279,2900,1,7.62
3221,8310,2974,4,29.2
3222,6681,68,2,23.72
3223,3350,7306,1,46.31
3224,1008,7493,1,11.34
3225,4491,2592,3,10.74
3226,13,5150,4,22.19
3227,5807,3834,2,18.44
3228,1772,5541,2,26.4
3229,7730,942,5,41.84
3230,9209,7425,3,9.9
3231,5270,7003,5,43.37
3232,4182,7501,1,10.6
3233,3391,1721,4,32.49
3234,3366,6836,4,46.73
3235,421,7530,1,8.25
3236,5819,8792,1,47.61
3237,3912,2359,2,40.41
3238,1696,6557,5,21.32
3239,6960,7633,5,27.61
3240,7671,870,4,29.22
3241,6325,2018,3,23.17
3242,944,2847,5,7.98
3243,3381,2703,3,37.03
3244,1811,259,1,41.1
3245,1983,7554,1,25.13
3246,884,8571,2,22.91
3247,4969,5284,2,5.13
3248,3430,6622,3,20.02
3249,8741,6339,1,49.58
3250,3448,7799,5,40.27
3251,6307,2391,4,15.99
3252,2881,5157,2,50.0
3253,4708,2774,4,8.34
3254,9266,4564,2,41.88
3255,9795,7162,5,32.23
3256,9345,1199,2,21.71
3257,8707,9749,1,46.68
3258,2596,2964,5,21.4
3259,8853,4795,2,39.97
3260,7456,6823,5,25.63
3261,1499,4656,1,6.81
3262,5935,4097,4,36.67
3263,645,7560,5,38.83
3264,9217,5335,5,20.01
3265,3008,9822,1,39.55
3266,6010,6003,3,39.87
3267,2602,625,4,39.54
3268,7280,9434,4,33.57
3269,5520,2463,2,40.76
3270,4986,4380,2,7.54
3271,8052,7734,3,26.02
3272,9713,3937,1,14.32
3273,7023,7006,1,43.27
3274,9764,3032,5,27.99
3275,7701,1537,5,42.03
3276,6467,931,3,43.16
3277,1429,7337,2,33.96
3278,7357,4371,5,36.67
3279,3761,508,5,26.03
3280,5014,3437,4,19.1
3281,6642,2796,2,42.18
3282,7969,7328,3,46.04
3283,610,8127,3,41.81
3284,6616,6950,2,18.95
3285,3705,9020,2,49.74
3286,3380,9243,2,37.06
3287,5845,9374,1,7.84
3288,145,3286,5,35.74
3289,9554,863,3,47.88
3290,6461,549,4,10.61
3291,3572,9384,1,36.38
3292,9103,4789,1,40.89
3293,8549,8323,1,41.35
3294,6347,6072,2,44.76
3295,3337,4786,4,44.43
3296,7229,6528,2,19.86
3297,3019,2241,4,44.96
3298,2328,5654,3,41.37
3299,8386,2220,4,35.62
3300,3850,8139,4,12.99
3301,5251,8866,4,26.69
3302,3400,3992,4,22.41
3303,3947,1508,3,49.88
3304,5578,8314,2,36.99
3305,8886,9738,1,10.83
3306,5229,8369,5,34.53
3307,5546,1658,1,37.5
3308,933,3255,2,10.11
3309,7548,4188,5,9.92
3310,9459,3556,3,11.47
3311,2709,2276,5,29.12
3312,2968,3266,1,19.06
3313,147,6493,1,26.46
3314,831,1049,5,45.69
3315,9295,2691,1,37.67
3316,1491,8428,3,45.51
3317,5219,7219,2,21.34
3318,8622,2519,2,46.99
3319,5882,2161,1,21.57
3320,1796,6433,4,40.91
3321,5579,418,1,34.73
3322,6642,8179,1,5.5
3323,1664,6429,4,40.78
3324,7081,5574,1,5.71
3325,5828,607,1,8.31
